Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,region
967,NBA 2K11,PS3,2010.0,Action,Take-Two Interactive,1.41,0.21,0.03,0.16,1.8,NA
968,NFL GameDay 2000,PS,1999.0,Sports,989 Studios,1.0,0.68,0.0,0.12,1.8,NA
969,Call of Duty: Black Ops 3,PS3,2015.0,Shooter,Activision,0.49,0.96,0.07,0.27,1.79,EU
970,Disney's The Lion King,SNES,1994.0,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79,NA
971,Beyond: Two Souls,PS3,2013.0,Adventure,Sony Computer Entertainment,0.52,0.88,0.06,0.34,1.79,EU
972,Kinect Star Wars,X360,2012.0,Action,Microsoft Game Studios,1.05,0.57,0.03,0.14,1.78,NA
973,Midnight Club II,PS2,2003.0,Racing,Take-Two Interactive,1.25,0.29,0.0,0.24,1.78,NA
974,Dragon Quest Monsters: Joker,DS,2006.0,Role-Playing,Square Enix,0.23,0.03,1.49,0.03,1.78,JP
975,SpongeBob SquarePants: SuperSponge,PS,2001.0,Action,THQ,1.12,0.58,0.0,0.08,1.78,NA
976,The Getaway: Black Monday,PS2,2004.0,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,EU
977,Professor Layton and the Mask of Miracle,3DS,2011.0,Puzzle,Nintendo,0.32,0.95,0.36,0.14,1.78,EU
978,Just Cause 2,PS3,2010.0,Action,Square Enix,0.45,0.94,0.06,0.33,1.78,EU
979,Dragon's Dogma,PS3,2012.0,Role-Playing,Capcom,0.41,0.46,0.72,0.19,1.78,JP
980,The Legend of Zelda: The Wind Waker,WiiU,2013.0,Action,Nintendo,0.93,0.57,0.14,0.13,1.77,NA
981,50 Cent: Bulletproof,PS2,2005.0,Action,Vivendi Games,0.85,0.76,0.0,0.16,1.77,NA
982,High School Musical: Sing It!,Wii,2007.0,Misc,Disney Interactive Studios,1.16,0.45,0.0,0.16,1.77,NA
983,Wii Party U,WiiU,2013.0,Misc,Nintendo,0.31,0.54,0.84,0.08,1.77,JP
984,Madden NFL 25,PS3,2013.0,Sports,Electronic Arts,1.59,0.03,0.0,0.15,1.77,NA
985,Final Fantasy II,SNES,1991.0,Role-Playing,Square,0.24,0.09,1.33,0.12,1.77,JP
986,Kirby 64: The Crystal Shards,N64,2000.0,Platform,Nintendo,0.63,0.06,1.03,0.04,1.77,JP
987,Dead or Alive 3,XB,2001.0,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77,NA
988,UFC 2009 Undisputed,PS3,2009.0,Fighting,THQ,1.07,0.45,0.01,0.24,1.77,NA
989,Metroid II: Return of Samus,GB,1991.0,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76,NA
990,WWF Attitude,PS,1998.0,Fighting,Acclaim Entertainment,1.27,0.42,0.0,0.07,1.76,NA
991,The SpongeBob SquarePants Movie,PS2,2004.0,Platform,THQ,1.06,0.54,0.0,0.16,1.76,NA
992,Golden Sun,GBA,2001.0,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76,NA
993,Sonic the Hedgehog 3,GEN,1994.0,Platform,Sega,1.02,0.47,0.2,0.07,1.76,NA
994,Kid Icarus,NES,1986.0,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76,JP
995,Def Jam: Fight for NY,PS2,2004.0,Fighting,Electronic Arts,0.86,0.67,0.0,0.22,1.76,NA
996,Tom Clancy's Ghost Recon,XB,2002.0,Shooter,Ubisoft,1.23,0.46,0.0,0.07,1.76,NA
997,State of Emergency,PS2,2002.0,Action,Take-Two Interactive,0.86,0.67,0.0,0.22,1.76,NA
998,BioShock Infinite,PS3,2013.0,Shooter,Take-Two Interactive,0.72,0.69,0.04,0.31,1.76,NA
999,Hitman: Absolution,X360,2012.0,Action,Square Enix,0.68,0.9,0.01,0.17,1.76,EU
1000,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007.0,Action,THQ,1.26,0.47,0.0,0.03,1.76,NA
1001,Call of Duty: Black Ops 3,X360,2015.0,Shooter,Activision,1.11,0.48,0.0,0.16,1.76,NA
